73516;517;BAELO;J4;
73517;517;AAMRIOUI;J5;
73518;517;BULGARIEVA;J6;
73519;517;GERASYMCHUK;J7;
73520;517;CORJOS;J8;
73521;517;AANAN;J9;
73522;517;CORJUC;JA;
73523;517;BAEN;JB;
73524;517;GERASYMENKO;JC;
73525;517;BULGARIN;JD;
73526;517;AANANE;JE;
73527;517;CORK;JF;
73528;517;AANANO;JG;
73529;517;BULGARIU;JH;
73530;517;CORKE;JI;
73531;517;AANANOU;JJ;
73532;517;GERAUD;JK;
73533;517;BAENA;JL;
73534;517;BULGARU;JM;
73535;517;GERBASI;JN;
73536;517;BULGAZ;JO;
73537;517;CORKER;JP;
73538;517;AANANOUCH;JQ;
73539;517;GERBAUD;JR;
73540;517;GERBAUDO;JS;
73541;517;CORKERY;JT;
73542;517;BULGHERONI;JU;
73543;517;AANEI;JV;
73544;517;BAENAS;JW;
73545;517;GERBEAU;JX;
73546;517;CORLACI;JY;
73547;517;BULHAC;K0;
73548;517;AANFOUD;K1;
73549;517;BAER;K2;
73550;517;BULHOES;K3;
73551;517;GERBENO;K4;
73552;517;CORLACIU;K5;
73553;517;AANFUF;K6;
73554;517;BAERAM;K7;
73555;517;BULIART;K8;
73556;517;AANIBA;K9;
73557;517;GERBER;KA;
73558;517;CORLAN;KB;
73559;517;AANICAI;KC;
73560;517;EL GHAOUI;KD;
73561;517;CORLAT;KE;
73562;517;BULIBASA;KF;
73563;517;BAERT;KG;
73564;517;GERBI;KH;
73565;517;BULICA;KI;
73566;517;AANKAD;KJ;
73567;517;CORLATAN;KK;
73568;517;EL GHAOUTI;KL;
73569;517;AANKIZ;KM;
73570;517;CORLATEANU;KN;
73571;517;BULICANU;KO;
73572;517;GERBOLES;KP;
73573;517;BAERVOETS;KQ;
73574;517;EL GHARABI;KR;
73575;517;CORLEA;KS;
73576;517;AANOUN;KT;
73577;517;EL GHARADI;KU;
73578;517;BULIGA;KV;
73579;517;CORLECIUC;KW;
73580;517;BAES;KX;
73581;517;GERBRACHT;KY;
73582;517;EL GHARAM;L0;
73583;517;CORLETT;L1;
73584;517;GERC;L2;
73585;517;EL GHARBAOUI;L3;
73586;517;BULIGIOIU;L4;
73587;517;AANOUZ;L5;
73588;517;BAESA;L6;
73589;517;CORLEY;L7;
73590;517;GERCHEV;L8;
73591;517;AANTAR;L9;
73592;517;EL GHARBAOUY;LA;
73593;517;GERCHEVA;LB;
73594;517;AANZAR;LC;
73595;517;GERD;LD;
73596;517;AANZI;LE;
73597;517;GERDA;LF;
73598;517;BULIK;LG;
73599;517;EL GHARBI;LH;
73600;517;CORMA;LI;
73601;517;BAESCHLIN;LJ;
73602;517;AAOUAD;LK;
73603;517;GERDAY;LL;
73604;517;BULILETE;LM;
73605;517;BAESCU;LN;
73606;517;CORMACK;LO;
73607;517;AAOUAJ;LP;
73608;517;GERDES;LQ;
73609;517;BULIMAN;LR;
73610;517;EL GHARDAG;LS;
73611;517;AAOUINA;LT;
73612;517;CORMAN;LU;
73613;517;GERDING;LV;
73614;517;BAESSA;LW;
73615;517;EL GHARDINI;LX;
73616;517;BULIMAR;LY;
73617;517;GERDT;M0;
73618;517;BAESU;M1;
73619;517;EL GHARDOUF;M2;
73620;517;AAOUISSI;M3;
73621;517;BULIN;M4;
73622;517;EL GHARIB;M5;
73623;517;BAETA;M6;
73624;517;BULJAN;M7;
73625;517;CORMAND;M8;
73626;517;GERDZHIKOVA;M9;
73627;517;AAOWICHI;MA;
73628;517;AARAB;MB;
73629;517;CORMANO;MC;
73630;517;BAETE;MD;
73631;517;BULK;ME;
73632;517;GERE;MF;
73633;517;EL GHARIBI;MG;
73634;517;BAETELU;MH;
73635;517;BULKA;MI;
73636;517;EL GHARMANI;MJ;
73637;517;AARABAT;MK;
73638;517;GEREA;ML;
73639;517;BAETEN;MM;
73640;517;CORMENZANA;MN;
73641;517;BULKASIN;MO;
73642;517;BAETENS;MP;
73643;517;EL GHARMOUZI;MQ;
73644;517;GEREBENES;MR;
73645;517;AARABE;MS;
73646;517;BULL;MT;
73647;517;CORMICAN;MU;
73648;517;BAETER;MV;
73649;517;GEREBES;MW;
73650;517;EL GHARNATI;MX;
73651;517;AARABI;MY;
73652;517;EL GHARRAFI;N0;
73653;517;BAETICA;N1;
73654;517;GERECHTER;N2;
73655;517;BULLA;N3;
73656;517;CORMINAS;N4;
73657;517;AARABOU;N5;
73658;517;BAETIONG;N6;
73659;517;BULLAIN;N7;
73660;517;EL GHARRAMI;N8;
73661;517;GERECITANO;N9;
73662;517;AARAF;NA;
73663;517;CORMINOLA;NB;
73664;517;BAETU;NC;
73665;517;BULLALMAUN;ND;
73666;517;EL GHARRAS;NE;
73667;517;GERECZ;NF;
73668;517;AARAFA;NG;
73669;517;BULLAN;NH;
73670;517;CORMOS;NI;
73671;517;BAEV;NJ;
73672;517;EL GHARROUBI;NK;
73673;517;GEREDA;NL;
73674;517;AARAJ;NM;
73675;517;BULLAS;NN;
73676;517;EL GHARROUDI;NO;
73677;517;GEREDIAGA;NP;
73678;517;BULLEJOS;NQ;
73679;517;CORNA;NR;
73680;517;AARAS;NS;
73681;517;BAEVA;NT;
73682;517;BAEYENS;NU;
73683;517;AARASS;NV;
73684;517;BULLEN;NW;
73685;517;CORNAC;NX;
73686;517;EL GHARS;NY;
73687;517;GEREDUZ;O0;
73688;517;BAEZ;O1;
73689;517;EL GHARSS;O2;
73690;517;BULLER;O3;
73691;517;AARBOUT;O4;
73692;517;CORNACCHIA;O5;
73693;517;GEREGA;O6;
73694;517;EL GHARTIT;O7;
73695;517;AAREYI;O8;
73696;517;CORNACCHIONE;O9;
73697;517;EL GHATTASS;OA;
73698;517;CORNACIU;OB;
73699;517;AARFAOUI;OC;
73700;517;GEREKA;OD;
73701;517;BAEZ DE AGUILAR;OE;
73702;517;EL GHAUCHE;OF;
73703;517;CORNADO;OG;
